4,3878,988.22,3984.4,1174.6,1,0,0,-12.358,7.0071,9.4146,-4.0641,12.518,21.952,23.083,26.411,29.446,22.091,7.1739,15.782,19.807,23.725,23.315,22.735,20.803,25.941,13.706,16.549,22.482,-3.9271,16.467,24.549,16.647,15.167,6.5772,7.2179,7.1692,18.427,13.537,26.283,33.262,8.7132,26.44,11.263,22.925,17.239,28.086,30.108,9.9079,17.285,20.053,24.845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
4,3878,988.22,3984.4,1174.6,2,0,0,-14.962,-1.9215,13.364,3.5193,24.472,15.544,10.819,25.287,16.837,8.8653,20.433,17.387,24.705,32.578,25.533,8.2046,20.544,25.378,21.489,18.824,19.441,23.353,0.36432,15.073,17.359,8.55,20.601,14.568,12.767,27.206,19.245,13.454,27.069,7.2308,26.94,8.6954,6.0929,34.791,32.106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
4,3878,988.22,3984.4,1174.6,3,0,0,-15.246,7.4202,-0.65265,8.4781,18.547,17.346,23.248,20.648,36.83,39.315,37.077,38.343,40.126,41.403,43.883,32.757,27.6,33.69,38.722,40.452,42.647,38.623,38.11,34.697,36.938,40.184,42.258,13.189,29.352,37.074,34.541,36.604,40.895,37.757,19.883,37.788,33.179,33.311,21.858,29.714,34.813,39.796,39.547,42.282,45.106,34.598,39.093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
4,3878,988.22,3984.4,1174.6,4,0,0,-32.522,3.1205,14.949,14.452,18.301,26.254,6.299,12.332,24.959,8.1551,19.506,-6.7554,16.306,11.043,0.50398,3.5094,6.4277,-12.503,9.1561,2.5723,16.305,13.729,7.1432,5.6183,-6.0723,-8.9426,7.173,11.035,15.801,13.643,-10.466,8.1701,14.935,-2.5026,20.196,20.49,17.02,18.991,21.824,19.962,19.819,22.609,0.20016,18.501,3.4854,19.687,4.6775,21.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
4,3878,988.22,3984.4,1174.6,5,0,0,-10.693,0.029762,3.1883,7.4748,13.543,23.732,14.787,27.762,30.385,20.849,33.062,37.709,31.788,33.823,20.13,30.618,28.257,25.094,22.165,16.872,20.378,28.299,20.883,17.6,25.71,29.013,28.835,13.15,24.026,18.213,20.874,25.289,10.701,22.729,29.479,26.061,17.551,14.132,23.81,29.447,24.185,20.044,19.62,20.106,11.9,25.412,28.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
4,3878,988.22,3984.4,1174.6,6,0,0,-25.546,-4.5768,14.301,15.822,11.868,8.154,2.3559,25.478,31.135,8.9817,24.821,12.696,20.089,16.001,-0.25203,21.44,1.8479,17.493,19.931,17.774,14.144,10.775,21.917,29.171,28.337,30.517,32.682,32.18,11.498,26.88,4.3844,29.558,5.6845,22.54,27.555,6.0107,13.248,1.5231,12.751,0.62171,21.296,27.381,5.9987,26.02,0.53217,-8.9939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
4,3878,988.22,3984.4,1174.6,7,0,0,-24.746,0.67712,10.664,13.405,-0.11483,16.55,13.341,19.304,20.769,24.891,23.146,-4.7999,18.422,7.7051,17.424,13.038,14.884,23.729,25.514,-4.0516,17.247,20.711,22.753,8.9818,1.3149,18.727,20.495,3.7748,13.383,1.7755,19.441,23.247,5.3796,-0.14313,11.599,2.5019,17.788,9.2431,12.961,2.2473,16.11,20.859,22.103,9.1477,-6.0803,9.9993,22.067,23.194,2.4951,17.894,22.041,3.5954,12.516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
4,3878,988.22,3984.4,1174.6,8,0,0,-15.099,2.4858,-6.4482,19.062,15.23,24.364,8.5014,32.384,35.42,37.355,11.9,29.475,14.064,25.361,34.857,18.138,33.68,38.273,16.818,16.084,36.839,43.296,19.373,26.922,31.161,38.45,23.939,34.718,30.106,26.948,39.774,23.752,15.993,36.585,38.851,13.199,27.062,16.355,33.445,37.131,9.4861,10.783,24.133,31.599,35.578,33.193,36.639,32.511,30.813,39.673,40.059,12.899,33.96,35.958,37.251,35.283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
4,3878,988.22,3984.4,1174.6,9,0,0,-11.525,3.5184,6.3015,1.7053,13.03,22.842,18.935,27.087,29.916,21.47,20.118,26.745,25.798,28.774,21.722,26.676,24.53,25.517,17.936,16.711,21.43,12.186,18.675,21.074,21.179,22.09,17.706,10.184,15.597,18.32,17.206,25.786,21.981,15.721,27.959,18.662,20.238,15.685,25.948,29.777,17.046,18.664,19.837,22.475,11.9,25.412,28.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
4,3878,988.22,3984.4,1174.6,10,0,0,-20.254,-3.2492,13.833,9.6706,18.17,11.849,6.5877,25.382,23.986,8.9235,22.627,15.042,22.397,24.289,12.641,14.823,11.196,21.435,20.71,18.299,16.792,17.064,11.14,22.122,22.848,19.533,26.641,23.374,12.132,27.043,11.815,21.506,16.377,14.885,27.248,7.353,9.6706,18.157,22.429,0.62171,21.296,27.381,5.9987,26.02,0.53217,-8.9939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
